id	filename	md5	size	state
3c171c85-b03a-49b1-b0fd-cec872aa404f	TCGA-N9-A4Q1-01A-01-TS1.E23C045C-C5AD-4DF8-B401-4FBDBE6D0857.svs	c9f07f2b94218666dfca0763d51da5b0	165412741	live
1de614a5-7aec-49ce-a798-4c1abd76c25a	TCGA-N6-A4VD-01A-01-TSA.E009A1D0-3BB5-45A4-BC4A-9C505F71AA22.svs	37ede4cd1ef3adbd1f49cbb4fb33fa4a	190179649	live
a2e041aa-49f7-4863-9451-777cfa18ec5e	TCGA-N6-A4VC-11A-01-TSA.171D64CE-9F49-4619-9249-BCB90EF13DEB.svs	dc477a6b931e6e8ef53d26cc639c4489	99353681	live
37f36297-3507-4519-b026-44bbc57e3182	TCGA-N5-A4RM-01A-01-TSA.752E13BD-8179-4800-A2B8-A48B35354BA1.svs	afa3a1c361e4b4871445e331ea710a9c	186499661	live
1d1b6e20-2f77-49f3-8e0e-9c65d7ef07d2	TCGA-N5-A4RF-01A-01-TS1.E2DA72B9-12D3-4A82-9276-6572BD4646B2.svs	d4b63d2eb68d85d7bebf654b604faf0b	306544041	live
4fbe8452-4503-4bc9-a962-395bd20d66e1	TCGA-N6-A4VE-01A-01-TSA.3B8A92BB-8E23-4686-9001-48F5EB10CB51.svs	b0ae3d60369d0b4773c794be6610e93a	183171123	live
ddfc276f-caa2-4610-aa20-f25fa19da7a5	TCGA-N6-A4VD-11A-01-TSA.28534415-F409-4B2F-90F5-231F1B7E7129.svs	c50a01739b6e7b6b1cc52d7c171cd505	94350695	live
edcf98d1-796f-4d9f-9744-2b34cae45980	TCGA-N7-A59B-01A-01-TS1.FFAF105F-114C-491E-8824-3D3A5923EEDA.svs	2c9658dfb64837c869d037da686710b4	374602547	live
ad0c83bc-b37f-4102-a329-0b9588e22e06	TCGA-ND-A4W6-01A-01-TS1.C8C89D03-89B0-43C0-BA50-CAD84C7824FA.svs	c46a29e72e9539f793abb55d53cbdcc1	567510601	live
0dd6e932-7d42-42f8-9ea0-6c4fcb2bd2c3	TCGA-N5-A59F-01A-01-TSA.CC973E8F-E6BE-43BA-A8B6-6963DADCF8BD.svs	c19a152f8b9ee0add3cd618bff51483c	248927131	live
c48fbc6a-9139-4f73-add8-f767861a89b7	TCGA-ND-A4WC-01A-02-TS2.AC45C01D-8348-45AC-A0B1-505CCD81ED3F.svs	4e174307415caaf5fdf5ad9ebfd41e98	590559085	live
236d3bdd-df15-45cf-86b9-655556b8b751	TCGA-NF-A4WX-01A-01-TSA.FBE6789F-E97D-4FE2-8FF3-B5B2C586BCE5.svs	fc38024391b220530e607e75de1cf2b0	306657431	live
f379a8c5-c8f5-4889-b517-fd3082f3945d	TCGA-N5-A4RN-01A-01-TSA.F847B701-7708-41C4-A22E-B3A60BDB1D3A.svs	a36ee9f82c8be263632c7161b48fb9e2	214663759	live
0f13aa1b-ebe7-4c87-a6ff-fdd1ebd4fe06	TCGA-N8-A4PL-01A-01-TS1.CA2A95C6-8970-49C4-80EA-97091115E67D.svs	0289251b6c9307a805702ee37bac95d3	175686559	live
2579f549-da7b-418d-9127-54f70eb28073	TCGA-N5-A4RU-01A-03-TSC.EBDE205E-68FA-4442-BFB8-41FA5DD10153.svs	fdc3dd261843f03e9dad53e6b2fa8201	134143845	live
dfc5bf52-6b3a-484e-8613-a527c3d83a4a	TCGA-N8-A4PN-01A-01-TS1.5D21302D-D50D-4F34-989B-3FD3A7A0B0CA.svs	04c53c24d031827afa28e36ca14b9431	98733561	live
6434fd6d-be95-47f9-80a3-90aa873833f8	TCGA-NA-A4R0-01A-01-TSA.2F68E5C2-A331-4829-B558-6F82796F2B1F.svs	684581ebffcb39e014170021b86479d8	165037865	live
3df4632d-2bd2-4fd1-8d5a-dbab148ef0ee	TCGA-N6-A4VC-01A-01-TSA.528777E9-69F8-4F58-9D98-A36AE895C31F.svs	786e0d06f7c199e6157ff2df81946850	95391853	live
2d5077e9-d20f-4877-be7f-0b108da19291	TCGA-NA-A4QV-01A-01-TSA.CD03595B-9EBC-479F-B746-4F920D049B43.svs	a4f20af18ba085ecd2e4502e0d4a9b8e	125551167	live
8555be81-a473-4dc2-8e6f-013fb9a7fec1	TCGA-N7-A4Y8-01A-01-TSA.EBEC151A-E4C1-4F6B-B07D-D45EB993D924.svs	7361064111a6c07c02651a35eff53652	344284951	live
1b63b98c-8d45-4ffd-ae14-45889656d293	TCGA-N5-A4R8-01A-01-TSA.9A12E081-FFBB-4C21-8C6F-7307F00665C9.svs	700fa1c57f290d3076f39fffd21abd12	249000405	live
4b125a4b-e9e1-4c25-8d88-23defc445628	TCGA-N9-A4Q7-01A-01-TS1.4A5EF75B-F961-40C1-89C6-CD00EF32291C.svs	8f75f4fc57251432e799ae59238c8910	196848853	live
cd12d726-1f4c-4091-82e2-6117544b51ee	TCGA-N8-A4PO-01A-01-TS1.06618EE3-C5AB-4A28-A4B3-F2FEF94BE81B.svs	c82c057c4e29b211b41bb2b4a799f580	116870159	live
afa44a73-a11a-444e-89a4-fe3b8951ee84	TCGA-N9-A4PZ-01A-02-TS2.DD38D43C-CE26-4739-B9C0-535B38C76172.svs	8c65d44f25c52b9bf871d252dada2893	170780959	live
dac5dfb3-523d-4885-b8b1-f38e4ba46e0a	TCGA-NA-A4QY-01A-01-TSA.6365C539-7882-44D5-846E-DD4DD804FA2E.svs	a9d4a13285d5844991c9e187cfe6a2f4	241727729	live
0bdb80d1-c48d-404a-86e2-0783113536c1	TCGA-QM-A5NM-01A-01-TS1.204B8BF4-A1DC-49B0-A55B-D62A1ACBA396.svs	79430e8a28b685532dcc5452ec83c328	392208334	live
4fabfc66-319b-4ce4-ac43-967cac335059	TCGA-N5-A4RD-01A-01-TSA.C1C7059C-0B10-474C-930D-E948C8FC0B74.svs	aab22ada33a5bde36c5c1aaecc81771b	119001805	live
6b1ea680-5a91-4448-bc1f-a7431617586f	TCGA-N9-A4Q3-01A-01-TS1.4F8C5905-408B-425C-9A94-C65BF71AD2E6.svs	defa19a91b14ac5596ed9bf373c785cd	274390831	live
923cebcf-25dc-4957-af47-d63d110d311d	TCGA-ND-A4WF-01A-01-TS1.81C6D0CD-EDA0-4D0E-B830-05FCBF81CDF1.svs	599c0af049088f59bd6b6bb702ae38c6	300659581	live
