id	filename	md5	size	state
90c65539-ce1e-4c6e-ac8c-382ae462f542	TCGA-AP-A0LT-01A-01-BS1.4d77b90e-c3a2-4e6c-b9cd-8912c94941e9.svs	2a79ecc1d8627868802dacb10ffecd2a	387954701	live
e08249a3-b58b-4cb1-a5c1-a63c3cefdcbc	TCGA-AJ-A3EK-01A-01-TS1.97DD19E3-8852-4AE5-A7E2-92734DDB2CB7.svs	32fd1fa2dd0b1f21b6552ef07d18033a	228778923	live
6c68851b-3e19-4e76-8c38-31f597205c0e	TCGA-D1-A0ZR-01A-02-BS2.660250c8-1893-4175-b6a6-e568732f263e.svs	3b43876a8166c3ee7a604a75835a90d0	302256909	live
584d1251-5aaf-4f5a-8eb8-d1cb67389714	TCGA-BK-A0CA-01B-02-BS2.A82D9022-25BC-41FD-A8D0-4F4B196198D0.svs	55a56a8fedfacb93d2807da113774027	39133794	live
a575a1e4-4d75-46e9-9cd0-807af50eefcb	TCGA-PG-A914-01A-01-TS1.93EBB8F5-491E-4F5B-B8A9-03CB4D9423A3.svs	1e845ef2d9adf20ecf258406c46591d2	340886501	live
583018b9-c21a-4680-864c-53bed70aed52	TCGA-BS-A0TC-01A-01-TS1.9fe73928-2cfe-4398-8987-3dca33bd29ea.svs	f179d35672b19c1502bb7edd501ca753	81199245	live
ae646e88-d9b8-470b-9c6e-552d0f2837a7	TCGA-BS-A0UL-01A-01-MS1.4b59c747-82cb-4898-aac9-ba0f1627f14d.svs	095909d8edaad2d89cebedf58748bde9	206427141	live
19ce4c38-9742-42bf-8b00-6182f03952eb	TCGA-D1-A15X-01A-01-TSA.a499993c-96cd-4517-ad4c-0a4bb86f8e8b.svs	78f2977f92e83838e79bf6bf8deaac2f	197308057	live
834f074a-43b1-4b91-a7d0-8bd2b08bcdc3	TCGA-EY-A54A-01A-01-TS1.3296F85A-B33F-4658-BF59-C9CB1E366030.svs	07b7643ea3b8f997ac478c917fb28f3b	197261981	live
02c4de56-d020-429f-b8a6-1eadb3080d38	TCGA-AJ-A2QO-01A-01-TS1.E73D0CB9-CEA6-4259-AB8E-872F32736127.svs	1911a765b89627bbc999741c7c976f0d	46774518	live
daf1a72b-f33b-4bf9-9303-963294e2ef2a	TCGA-AP-A0LF-01A-01-TSA.7e71c711-fc0e-4a85-b54d-3334a88ba5ed.svs	ffb33f30d2a435f80b1a3b94833e9340	405322665	live
748988a9-5794-45a1-a302-68a0dabdafe8	TCGA-D1-A17D-01A-01-TSA.3cddfd25-9705-4dd7-9666-ae5092c5d9f7.svs	24125aa3c636a18b4b5dbff3e86ce0a6	175240925	live
d31b5b44-8c4d-491c-a71f-8a2199daf855	TCGA-AJ-A3NC-01A-01-TSA.CDB70B96-0425-4593-8052-1C5A87A855EC.svs	cc70560382e09c51466e0a2f634ccbc4	274251471	live
bfc17222-7cdf-4412-8fa3-f358c21a8c72	TCGA-A5-A0GG-01A-01-TSA.129ee9f0-ade1-4f92-800c-9be7c2500b78.svs	19e0c575be61b1f8c4a2ff529364e39b	462654659	live
c7ae096b-891e-44b7-9431-14e514c95970	TCGA-EY-A1GP-01A-01-TSA.f44b05b6-51ee-474e-9baa-3a86cdf7e65f.svs	89da201f2d66b9a50f503c0f71ed7893	256073147	live
e11032ef-3b9c-4c24-9d35-8d6067b15761	TCGA-B5-A11V-01A-01-BS1.c0a9546e-6a4e-487a-844c-ed11acf1ab7e.svs	8234bf0cbe0ee4224a79241bc70df1e9	240647951	live
5a6cd15a-0c1e-4f48-a208-4ff737ad7749	TCGA-B5-A5OD-01A-01-TS1.3220B10F-E059-4D82-BC74-FAD9910AC8EA.svs	b1fb55e3760399d29a7b657883b3f128	369691237	live
