id	filename	md5	size	state
53235887-f7e6-4ea1-b755-93c9bb632cb8	TCGA-SN-A84X-01A-01-TSA.921084C6-D583-44F1-B431-45702557B2E6.svs	daaf8f2fcee69b9e0123378edef83262	121470295	released
2a1b5777-3fe5-41ed-9169-e86454e1c376	TCGA-2G-AAFM-01A-01-TS1.C865272E-81D0-438C-87A4-D5F6B041970B.svs	3eb692ae8d712053ece35887ebaf2658	204555465	released
134c53d4-202e-47f4-ac78-4f22c03c796a	TCGA-2G-AAH3-01A-01-TS1.4FD4614D-22F5-4C9B-816E-AC5F59DBD55F.svs	64af8d07f33840536d78665f90f6ccf0	182688275	released
b155833a-598a-40df-90a4-38938b4ed799	TCGA-XY-A9T9-01A-01-TS1.0672A48F-69B8-4870-BF13-A12B81421B4C.svs	310aed4b5c84df79f69b461b78f2c89c	281393999	released
50275420-bc9c-4c1e-9679-82ad818c2203	TCGA-S6-A8JX-01A-01-TS1.7005A6D4-CB8A-402A-B9A1-35D0F40C15D5.svs	fb46e25da37e89d4b7ec45d528c55e94	180824627	released
91fc663e-8106-404c-885c-ed653c28b5f1	TCGA-2G-AAHG-01A-01-TS1.AD9CEA1B-996A-4EA3-A207-9AB2BA486B6D.svs	f735522242285527be9256cd053689da	250950185	released
644bcc07-8cae-4ae9-a581-6c1ee733971f	TCGA-2G-AAGK-01A-01-TSA.E7599FD3-92FF-43A8-AF66-219C413323A0.svs	37c852bfdf84fd38a41a78beee5b3454	321187629	released
f77851bf-23c4-4450-b5ad-dc469b8b7cb9	TCGA-XE-AANR-01A-01-TSA.44524A5F-97BD-4926-B97B-20ACA8B904C4.svs	4623d198529488268575ce373b6a7bf4	420476047	released
7131c39a-9c78-4eb0-99f9-bb2c1a3af54e	TCGA-2G-AAFN-01A-03-TS3.482648E1-D71B-4376-9ACF-1C1E6496F909.svs	7626c3991f6575170003a4d1036ad7a2	109749243	released
db74a578-4eef-4268-b42a-674268ce4787	TCGA-XE-AAOD-01A-01-TSA.59F03975-4F3F-4731-B1FA-CC3121964683.svs	c8e9a2f5f22c65a8ef5c5247a24e6649	262422117	released
1f4707ef-919c-4bd7-b448-6dccd55df621	TCGA-2G-AAFG-05A-01-TS1.BA326925-F3B6-441D-B5AE-4091825B3153.svs	d5d63a9a9a449d659394d83fbc5a6585	270356473	released
d314eeed-c7c1-40f2-b9c0-c5188cbc1b5f	TCGA-2G-AAGY-05A-01-TS1.35E8F0A0-B248-476F-AE99-867F81B7AFA9.svs	e968a9da64c926965d6baf5accde8be0	344968255	released
9c2754e1-2565-457d-b2c7-a23ce38a1d7e	TCGA-VF-A8AE-01A-01-TSA.A0528558-0F1C-40B0-9A0F-F4E146B39DD1.svs	801d9a27858768a99724a36cd9bf241d	131943753	released
54c16a0b-7c1d-4d62-bace-19c45e540325	TCGA-VF-A8AD-01A-01-TS1.D9FABDC1-3C03-412F-A983-EE68730FFFA7.svs	51724c476684a5789fa3b3b4d045f05c	206631289	released
57230abe-09c7-4da7-b5f1-9a78683d7fd6	TCGA-2G-AALX-01A-01-TS1.5DF3DD85-1F7C-46FB-8F4F-F8F027B852E7.svs	30229f03fd96a459dc1f15a664a9bd8a	211633537	released
7a1d150c-d73e-40d4-b6ae-c173934002f3	TCGA-SB-A6J6-01A-01-TS1.B54291B8-FE50-4A8D-908E-6B2A4076E8E5.svs	234338152d824f3411df06615711aa7b	162180843	released
9e9805ee-1377-4b2a-9949-85658711bfd6	TCGA-2G-AAGE-01A-02-TS2.15DB6DC1-DF52-433D-8777-E65302578F45.svs	e94652494dc4425152a9d2871d516e83	214961893	released
218c5de7-c0e3-411c-8a6c-320b46d2bffc	TCGA-2G-AAGW-01A-01-TS1.A95F8CF1-C7CE-4E45-A765-CF918143D1AD.svs	6b7e58ff2cd577ab5509fc661b9bec22	207464977	released
0e6a4221-b94f-4f4e-8349-47c01144b3b8	TCGA-2G-AAF4-01A-01-TS1.307AB69C-7CF4-41C5-BDFE-E8054CBAA11E.svs	19fe93313e09b393c4b8930fd9e3ffc2	307064957	released
1cc60916-3bc7-45f6-a648-fc80611cdc87	TCGA-W4-A7U2-01A-01-TS1.81B7E85F-F8E6-47D5-97BB-E448D21A618D.svs	be72d3b865db28af199cd6b870d31bf2	238837737	released
7f02700c-4dba-4819-8cd2-651c89954a73	TCGA-W4-A7U4-01A-01-TS1.5C5ADDD3-F392-48FD-B838-F7F7DE1B4223.svs	cc1bf455fcf9909f99a40ca2de99fa99	208451145	released
783581d6-418d-4556-80a4-885950df539f	TCGA-2G-AAGC-01A-02-TS2.9B7DCB17-C51E-4FB7-A28D-37CE46820F41.svs	cce4087d8ec493dc07de7a289e24e4f6	255486909	released
c757cb4c-7289-4e6c-aea9-3350ef289949	TCGA-XE-AAOF-01A-01-TSA.E2BE2D22-E047-44A8-BE34-5548E3B56CAF.svs	dc6884f69f5afefe7c9761b9d1a43e4a	301680399	released
8685de2a-1f35-4d37-a7be-cbac870b1a4a	TCGA-2G-AAGT-01A-01-TS1.19DD6AB8-2DB1-4A0B-B9FB-40B3F286FE18.svs	f9cf0bce491cba0f05a6bb454aead18c	254895201	released
7c03fd1d-e93d-4038-9180-96309be465e3	TCGA-YU-A90Q-01A-01-TS1.47318943-2E66-4AC3-8A36-05DDCCED10EC.svs	8c216d4b755724df96d3a0d2dccdfa80	429231445	released
bb0dba36-99d7-429b-9227-9ccbc06db2c8	TCGA-2G-AAGI-05A-01-TS1.348DECBB-5C9C-41D2-99DE-3DE6CA6302D7.svs	688e5ba95a8afa39dec34dac03c7f95e	232013863	released
