id	filename	md5	size	state
865e7e7e-2bb8-456f-9205-471c2b80193f	TCGA-EW-A1PG-01A-01-TSA.2e6d10d1-ae2a-4ca4-9f75-e9fe64e32b70.svs	6bf6f0e4f87b3b69237a803b27ad029d	209225523	live
d00a2e64-e05a-45a3-87f0-2b78865e46eb	TCGA-3C-AALJ-01A-03-TSC.272FA991-8382-409A-A00A-9A3BAA6EE041.svs	b8d0393046f6f5828bf2ce60584ca033	322524635	live
9f01e842-c64d-4adb-853b-2bc07a3a6ff9	TCGA-AO-A1KT-01A-01-TSA.896a18ea-090c-4adc-aa95-7614c17ff75d.svs	7c2080020ab523c8de4217e33481f4a0	334059629	live
acec3402-c3f7-4be9-b4f7-437c82f465ce	TCGA-S3-A6ZH-01A-02-TS2.DCF28540-6410-41AD-8345-1061DF1956FF.svs	19791bab350151d9bc9487688c6bea09	393145551	live
13b463ab-d5a2-485e-990d-6c75253a6a55	TCGA-A2-A0SU-01A-01-BSA.660c932a-61fb-4054-8499-2a39387bf4ab.svs	185d6aaaf17aba8bc683c84b0cadadde	488999003	live
e03b0733-1190-4866-be51-661b9d8fa4f1	TCGA-BH-A0B7-01A-01-TSA.c22d40fb-49bd-406f-bb75-83d655889804.svs	0e8f2a1c0ef23d68ca8800097d3147ad	543903747	live
cb8f7326-be0f-48c2-800f-4aeaee4852ab	TCGA-A8-A07L-01A-01-TS1.ef6b6a88-8ca0-4d4f-90fe-4996e6a12e0f.svs	47c627e4719c0b3026a407f0a5a7a314	347776631	live
b4e4ec04-4533-4e4a-a7bc-46f7dc77127b	TCGA-BH-A0HN-01A-01-TSA.82c8d845-2b00-401b-af1a-70573b4a95d3.svs	4b741b5ce87c1d33c00f7c99a4002b93	386424263	live
2a78341b-61ee-48c4-964b-62f926f73080	TCGA-A2-A1G0-01A-01-TSA.191b630e-777f-41f9-9510-22ed5faa316a.svs	ced709159fca6e29c8fd71cb44f5ec8e	270832869	live
a3c8577b-0442-4ab5-ac43-c50fa5b89295	TCGA-AO-A0J2-01A-01-BSA.74fa8ced-1f57-44bb-af80-97f3136ef201.svs	3e1bd6e5604ff5530478c34898de8e55	468463671	live
096aa136-39df-426f-a238-a57c876a8638	TCGA-AC-A2FO-01A-01-TS1.5B0133E0-0452-4C64-92A0-EE26EF1A18E2.svs	95a594564b7ec7833b9453af6fc109c3	358447685	live
c2261c7a-2518-4a1f-8957-7a18c38385c0	TCGA-BH-A18T-11A-02-TSB.330b2105-ded8-4a08-a4ae-de6349c36aa2.svs	083f945676b4af634f784296a3e1cfca	87337303	live
3aa13082-6363-4f7d-a350-d53cc2d5ae29	TCGA-BH-A0DK-01A-02-TSB.50070c5c-59b6-4d86-8eff-aaa38be1ea77.svs	eda335dd05067b551433d08ce7de7d58	378183681	live
d93e28d1-34f1-4cf2-b17b-f3e304cf875a	TCGA-A7-A0DB-01A-01-TSA.490f70ed-fcdf-442d-b750-039b22d9464f.svs	7ee8a9015c07d14718dd98c68697df3a	410032731	live
b45bf307-e19a-42cf-b2a1-1a5cb948f204	TCGA-GM-A2DI-01A-03-TSC.DB9E24D8-2B07-483E-A490-2B64240EFCEE.svs	179768b3ffd5b0b0ccea6263bb6c106b	159144519	live
2b63cfd2-9781-4364-802f-ca23a1ea10c6	TCGA-D8-A1JC-01A-01-TS1.63e9532c-494d-4a40-8cef-866e7aadf245.svs	2cc6fe671648d4d785a58a07a8f65741	270477173	live
00ca89ca-0ecb-437e-9e7e-1aac5152a849	TCGA-BH-A0DT-11A-01-TSA.a0b7728d-eeff-4069-915f-fcb128dd538d.svs	8da904f820ad4e57d5202bef71ce80ec	60875237	live
fbefc579-21a8-4c6f-aa08-e56494209d9c	TCGA-BH-A18N-01A-01-TSA.fa28d892-c8d9-4e85-af22-24c75bb952f9.svs	9c8a3a7b48fa26c3866ca6d679aeb315	291069525	live
b30c2705-a550-4bd4-bba2-2087b5caf3ce	TCGA-C8-A12X-01A-01-TSA.3436a21f-d32b-4645-b767-c6cd450893f0.svs	ff116c0a4a1862a42704b51a454c3d0f	249049031	live
756c361e-7d94-4d98-901b-39eead7dd27b	TCGA-E9-A1N4-01A-01-TSA.c0e20e54-baab-4dd4-98c8-3e450a41ea86.svs	c19722f2bb95aa079a9f428d8f99dd18	166159947	live
e9a8a6b6-0fbf-41f4-a263-c04abd295a44	TCGA-A2-A0YT-01A-01-TSA.fbac252d-8ada-4379-826f-1f255b826280.svs	5c2c648597a5f0929138dc05b10e30f2	420706719	live
9ec27487-bdbb-48b3-b215-c73af81e7b96	TCGA-LL-A6FQ-01A-01-TS1.D2E1CF23-7EC9-4BDF-9C1A-4C3342EA23C4.svs	fa9b075d1f9b459d9d81ad7167046cbb	208615487	live
483edeec-82fe-4dd4-a3de-209589a747da	TCGA-B6-A1KC-01B-01-TS1.af22665c-5cc1-4c93-a95c-65580c40e7e1.svs	c6661645ac2d9ba40796f0fcb390ecc8	279698945	live
c2db006f-ef3a-4215-b36d-ed714670d216	TCGA-B6-A0IA-01A-01-BSA.6a397611-09c6-4511-bfa0-f423c3d35488.svs	8834c73bb084654bea2cb8ca845f66bc	244458901	live
d2f10c29-ae55-429f-b33e-606e48a10103	TCGA-BH-A1FG-11A-01-TSA.2dbf1459-1072-44b7-8a61-b62aa5c2d86d.svs	f8bad6b0a627f3d2fc9a4c4406f9f124	64952395	live
744e8dda-04b5-4c91-94b8-56e69257474e	TCGA-BH-A1FD-11B-01-TSA.87c08270-1451-41a8-b8fd-b8addfd8d165.svs	07dc3e06e573baf7db9601fee357def7	84422033	live
b4311fa4-5435-43ab-9f0b-cda11784656c	TCGA-OL-A5RX-01A-01-TSA.A2D25C2C-D7C5-4D31-8663-3345DB03780A.svs	926fe0bcdbc8f7cd782260b6981de5ab	187402995	live
8731b51a-f760-419c-b414-037d19c01fb4	TCGA-B6-A0IE-01A-01-TSA.8a087aa5-e53d-41e2-8709-63c3d03ea7db.svs	517ab978941b87bc63f859651ada0456	397436259	live
b3558260-597c-44c6-a8dd-e77dbc60ce4c	TCGA-BH-A18R-01A-01-TSA.d57b08ae-35a1-40ca-9a74-7ebac8c8cc53.svs	7fa7b29dbbd205fb3749dce4a8f09929	267427687	live
