id	filename	md5	size	state
54a39a7b-7b11-42a3-ab8e-058c525ee5a0	TCGA-AA-A03J-11A-01-BS1.b4e0ae15-77a4-4834-9788-af6c8ab01d90.svs	d0399fe5cb1119ef7a845781c52f5ba6	59660870	live
27353e10-986f-409e-b60e-8eed3f6be054	TCGA-AA-3713-11A-01-TS1.bdfd32d4-af93-49e9-add0-678cf5432eae.svs	21a1a32b2b1ec29a8fb0ad69269fa122	84917093	live
2bfea4b8-a10e-4619-8074-ca121462cebc	TCGA-AZ-6606-01A-01-TS1.e1abc04e-cdcc-4a43-b7bd-16485f4eefb3.svs	2348890cb4abb82875a96e94b35dcfb2	509612207	live
7310a3db-178a-4bce-a1ec-75d36af976c2	TCGA-AA-3502-01A-01-TS1.2752e7b4-8259-4e22-9078-f655cc80dbbc.svs	9deaa074451534ce3d8ac72c13271042	55587511	live
81d5e482-6598-426d-8f30-aca8bcdd06d6	TCGA-G4-6294-01A-01-TS1.6c572968-26ba-4cec-ad50-5128edc91b05.svs	dd6a7b1efb6fce47151b7b85258b4d76	100212965	live
ef393fd5-3a07-4a50-8332-665a4fac5dae	TCGA-AA-A00O-01A-01-MS1.56c46ab6-d023-4ad5-8b58-a55f95d71d2d.svs	dc7624c2f418c7a9925713d001f16a5e	281657320	live
9d33996a-71d5-43c0-9e53-acada86c4ea8	TCGA-CM-5344-01A-01-BS1.e41180bb-16d4-453f-b04b-ded2f4cc6322.svs	ac97d5d439a3fe795d5e40cacd8f8d09	525639849	live
dba23702-ecc6-420f-ac80-887468af8554	TCGA-CM-6169-01A-01-TS1.efa5b8bd-be91-4a33-bdf5-07ef5a9c1040.svs	67ecdcabfd0636d0595845576fb75c68	107038143	live
f1985ee3-65fb-479c-b9ca-e1dbdae5775f	TCGA-AA-3712-11A-01-TS1.eb708abe-3410-45a3-8ad6-33e4f62dba93.svs	11f6f5aa61272ba6cd4dcb342f67792c	65714693	live
e513958f-b3e5-4696-83b8-a94cdc386ce5	TCGA-A6-2677-01A-01-BS1.ed01d5ef-efc7-4f59-a8d0-62d2ac3b36ff.svs	8f36887aef87af106f54c611b21a4940	97074845	live
8ba2218d-5174-4442-b91c-8a182afe3e20	TCGA-CM-5860-01A-01-TS1.39cc1fc6-3aed-4b59-9a61-24e120a175d8.svs	5d0a022ce0a7e89831fd096429953c8a	145817615	live
